Seed,Average Driving Time
12,5.476463435817266
13,5.414308039590207
14,5.458224769845406
15,5.4383466481417155
16,5.403959708232025
17,5.484369572768323
18,5.516157053509382
19,5.46005557485238
20,5.425990271021543
21,5.519103855505384
