Seed,Average Driving Time
12,645.0411706890903
13,745.9820392681838
14,673.926386443662
15,664.0327796722033
16,833.5066004738802
17,760.7543879262157
18,786.4984805852561
19,659.58710456942
20,866.7273036768044
21,830.7572990643671
