Seed,Average Driving Time
12,1361.7537243947859
13,1055.3206938281564
14,1084.7729636048527
15,1299.8630319148936
16,1050.4530785562633
17,1271.9367355546183
18,1125.416061705989
19,1131.5502622377621
20,1322.805595068753
21,1179.21199819576
