BridgeID,12,13,14,15,16,17,18,19,20,21
100003,,,,49180.90245970064,,,,,,
100007,,,,,,121721.81226062466,,,,
100009,12179.27243631267,13903.249582918743,14436.127929950293,,,,,,,13928.193850418716
100011,,,,13977.06985277701,,,,13928.666412325238,,14010.79150533844
100013,12312.951102095303,,,13917.72374136703,,12974.72239443588,,,13431.750464520746,
100015,12436.897527575966,,,,,,12639.367286006021,,,13977.344757485462
100017,,,35835.27916855013,,,32547.591596193295,,35527.47249001009,34162.768250759895,
100021,,24226.053916043362,,24569.698043985947,25063.73412513998,,21844.67475879891,,,24497.884628272546
100023,21747.96222654576,,,,,,22172.00955607221,,,
100025,,,,,,57927.77331638795,55593.9360483572,,,
100027,,,,62037.11400651943,,,,61563.25813577576,59778.04076071336,
100029,,,,24800.327195251884,,23402.752192915454,22169.81613172886,,,
100031,,,,112895.71219691714,,,102473.78691097193,110174.13747473161,108583.37887289886,
100033,55729.70372287133,,,,,,57827.47214796618,62528.34966381381,,
100035,53862.89994136856,61371.663154752045,62798.28215734403,62896.88468696995,62842.28336205904,59313.59377076538,55908.55469195742,,,
100037,55031.006683716965,,,,,59269.289794157055,,62096.365515299294,60134.02315177495,
100039,,,,,,23652.481200107653,22956.30046460533,25183.65497757479,,24660.81223928019
100041,,62555.43607815489,63238.7457737982,,,,57468.983774601555,,61839.38783894367,62204.43657702808
100043,,,115592.93196269816,115666.9927965406,116419.04339510476,108960.5062393554,105800.81777618422,,,
100045,,,,25773.90878396722,25622.42619510638,,,25144.454525749337,24589.96033325881,
100047,217111.43329413517,,249474.8869671857,252417.2259813614,,235871.85243522582,223852.6120259436,,235770.70383785226,
100049,,,119852.02732310799,,,112601.76941939525,,,,
100051,220880.39808294602,239139.37097933725,,,,240903.853232842,231121.5647435951,245018.66963857433,,
100053,23814.13233063925,,,,,,,,,24839.829607548156
100055,,,26873.61047211649,,25653.971725270436,,,,,
100057,23850.29436093592,25437.173773147373,,26692.177415638074,,25810.480471743544,,,,25132.276790452004
100059,,,,,,,,,115857.84622683121,113796.34947242538
100061,,,,,65632.32942919157,,,,,63529.184632282515
100065,,,,,,65132.7906556237,62876.84473550865,,,
100067,59939.7256490165,,,,64218.31269573943,63895.806852202186,,,,64464.77085020686
100069,,,67863.12448785872,,,,,64849.92837536861,,64293.029386898634
100071,24169.35340594542,,,,26385.81291955176,26052.977650775076,24895.501169047497,26182.640461164756,25676.33829646867,25975.209456720306
100073,,,,,,,24814.538384734286,,,
100075,,116204.25064686385,,,,119394.72108366525,,,117522.93837017629,
100077,,,27110.646569703145,27058.921646892202,,,24963.64624537626,,,25918.144611343407
100079,,64889.64789810956,67588.70272176771,,,,,65752.15952238595,,
100081,24242.111863668782,,,,,,,,25924.587813872167,
100083,232222.7263687672,,,,,257101.88784939866,,,,251720.23135486207
100085,,65276.10985772953,68547.62054318513,68759.05846661283,,,,,66047.31603445586,67347.1760083271
100087,,,,26948.852989557185,,27435.534459164377,,,,26915.031647458465
100089,,,,69416.19924626245,,,63066.591120023724,66078.20233328087,,
100091,24824.924971218,,,,26207.398077718914,,25366.649368003276,,26317.086298899303,26951.401910770197
100093,,26229.202965693425,,,,27412.937031571426,,,,27044.469659947747
100095,,,,,66197.54402275449,,,,,
100097,62421.132018048054,,,70352.75391343817,,,63493.18484864353,,66773.8922466652,
100099,,26370.625979158256,,,26716.178823302605,,,,26744.342305900886,27167.937444368374
100101,63833.88481389751,67220.55397679379,69375.38213838752,,67216.10323813757,67350.80319409647,63465.52123328023,,,69243.99961585748
100103,,26733.531640668258,27874.27763475655,,26659.42696381547,27806.984311500215,,,26656.01092262828,
100105,25348.64146049779,,,27474.59220879365,,27742.109189268052,,,,27131.281193440092
100107,25462.26226013948,,,,,,,,,27288.590446331018
100109,25296.313842460124,,27642.190260922576,,,,,26555.95198634574,,27419.70430305073
100111,25413.23804430463,,28008.29376701303,,26934.04946693972,,,,,
100113,,,,27610.56249410456,26766.3154192965,,,26707.022639288516,,27504.096380237563
100115,,67716.3038410176,,,,,,,,
100117,,26901.79695926671,,27976.211128714982,27026.479007681057,,,,26551.685916364135,
100119,,,28064.553248570945,,,,,,,27667.853861950025
100121,25387.01589578537,27075.360213661927,,,,,,26793.84866073314,,
100123,,27164.694365293082,28030.160678900542,,,,,,26815.21849986175,
100125,,,,27681.323371724546,27094.12658175859,,25749.931132039976,,,
100129,,,,31583.305368202127,,,,30937.031486868513,,32458.011103312238
100131,,31755.037693882718,,,30930.5837744211,,,,31270.630206339418,
100133,74780.4441139573,,,,,79624.6398549686,74898.28395313589,76915.29190092205,,
100135,75489.96947612816,79761.1906721073,82729.58408689301,,,,73968.16321835846,,78737.87850109694,
100137,76519.57742540412,,,79812.469945337,,79611.96831633174,,,78905.9751046408,
100139,,,82142.57643709422,80744.70360272324,78114.91937744466,,,78128.99571989142,80149.9578881372,82473.18160161196
100141,,80577.73321965094,,,79354.23740723271,,,,80551.82154934738,83869.48405410061
100143,,,82155.60717032754,,,,,,,
100145,,79901.58629923496,,,,80125.18071393704,,,,82607.75919939743
100147,75901.91656238252,,,80803.0785671349,,,,,80419.6675289077,
100149,,31963.316580330185,,,,,29831.913250775426,,,33435.32179371115
100151,,,,81781.40005920097,79703.3427861761,,,,,
100153,,32205.977488266428,,32293.661580935244,,32440.922419208175,29942.427372067505,31202.40918705803,32830.5731592743,
100155,30492.11077514758,,33273.77549904673,32684.90561158197,31757.97415885686,,,31405.27624063933,32283.813799036212,
100157,,,,,80300.88906682307,,74896.27633341249,79264.66841385984,,
100159,,,33438.489547755446,,31975.87259793613,,30358.64387097106,31626.276814846286,,33562.485165715436
100161,,32150.923859650826,33388.812042232705,,,,,31632.800108263833,,
100163,30376.809275607677,,,,32099.22225744787,32666.619876119134,,,,
100165,30649.38649468492,,,32364.69960080785,,,29988.037427409145,,32271.22428053474,
100167,,,,,32349.572638155794,32694.51318340281,,,,33616.02451323392
100169,,32337.995698049024,33731.57535756251,,,,,,,
100171,30651.480485323093,,,32468.70615363813,,33053.28459676028,30465.193809321747,31673.414741146353,,33943.72640343109
100173,,81515.44711257918,,84173.78161163942,81286.97121827955,,77160.8493648288,80336.87566747589,81868.02853343906,
100175,,,,32952.94814172697,,32790.11262872347,30711.26394719008,,,33742.78934530684
100177,30710.876002470828,,,,32543.32653402481,,,,,
100179,,,33729.62850453595,33276.80940039899,32567.18281883973,33162.86553864473,30770.859327673723,,,34237.631791846536
100181,30620.37654714597,,,33334.8338573433,,,30662.88252513657,32205.285310785915,,
100183,30579.736238196252,32726.984508124773,,33316.61595151552,,33167.98326589117,,32141.003151335048,33111.725877637145,
100185,78099.60109366273,82075.91130203671,84894.98193468685,,,,77816.2238062473,,,
100189,,33031.36409953406,34007.03284983403,,,,31288.765540087792,32403.69852854571,,
100191,31322.75982996476,33137.88053514718,,,32438.42480962632,,,32403.038083630545,,
100193,,,,,,,31279.52885511367,32629.954378677314,,
100195,31443.2253719088,,,,32951.60582263749,,31204.110241150625,,32840.64600288873,33663.88804926238
100197,,,34463.20531468367,,,,,32730.001838401608,33097.53343788094,34098.69152048205
100199,31687.030534220266,33300.808592598485,,,,,31493.212525286846,32583.992333531623,33367.64589239746,
100201,31573.574972696257,33339.41763173375,34356.4928630768,33530.64855106183,,,,,,34318.5238650481
100203,31742.359605804802,,,,,,31497.924381065026,,33019.455400848674,34082.11206917771
100205,,,,,,33104.30500254331,,,,
100207,31752.524182161487,33490.68007201432,,,,33180.65539012877,,,,
100209,31783.37481463047,,,,,,31632.495757353292,32694.92540653197,,34263.72509628792
100211,,33759.58180414571,34411.56605971221,33673.08691563504,,,,,33095.44851691689,
100213,,,,33735.90423780069,,33419.62137683052,,32966.34846918462,,
100215,31908.57413220089,33493.11804881365,,,33035.38393770963,33389.72448836356,31683.225816538354,33041.04019716723,,
100217,31852.61811750301,33351.68288779008,,,32712.55862131016,,,,,34274.35545139924
100219,32116.8327467381,,34373.9207287572,,,,,32767.39869744859,33492.90065664884,34573.00103631291
100221,31815.946371772814,,,33817.42863022154,33006.40286129518,33628.33977390288,31630.281048555633,32655.838171204454,33317.58300783567,
100223,,33509.82112166333,,,33035.76527021237,33726.04440854417,31775.37922781977,,,
100225,,85497.82282729419,,84239.01608993058,84347.89084663967,84565.17820065949,80217.04810143534,,,86574.22355511712
100227,,34031.29104356282,,,,,,,33492.93272042375,34775.88221069758
100229,32217.66606329374,34000.82760351104,,,,,32152.860382818675,32991.12349212128,,
100231,81069.91562572609,,,84275.62618095358,84038.92745352414,,,,,88102.57859995813
100233,32433.003172930847,34109.29738401155,34905.76922744087,,33568.778358420845,34049.7493199327,,32937.60997361867,33613.446040370865,35207.16364616591
100235,32420.418313206475,,34879.48905720054,,,34064.24515377632,32450.96083436672,33126.369955534276,33807.408144973444,34974.060426064694
100239,,,9537.248013253688,10206.038597590587,,10136.912255464189,9782.752340865087,,10167.012162274177,
100241,,28486.511901545342,24295.07616418359,25837.59994629142,,,,,25471.928426496863,27563.630302493882
100243,40676.177113604914,53364.712335054166,44286.24239087261,47168.436477856725,46715.17345099456,47221.82578443372,44793.74003812857,,,
100245,9085.095426710648,11876.900980655171,,10480.223233149449,,10429.38749313156,,,10458.380873496997,10964.299433431464
100247,,,44743.95205754932,,,48154.4616863827,,,47058.10319537269,
