Seed,Average Driving Time
12,1380.8167938931297
13,1251.0815865849727
14,1170.1805381727158
15,1222.1516978736909
16,1236.5499485066941
17,1295.552508361204
18,1326.3109363831309
19,1240.9017150395778
20,1407.4356946354883
21,1267.1693472090824
