Seed,Average Driving Time
12,41.537140575079874
13,49.52468335494166
14,60.17559315246771
15,44.21701873256277
16,47.313011374975055
17,48.17377409367822
18,44.121904952076676
19,42.89941064828688
20,44.50134797803295
21,43.89534651487917
