Seed,Average Driving Time
12,1356.2613843351548
13,1028.7066772655007
14,1031.6000797448166
15,1351.98053633218
16,1055.9754098360656
17,1324.3502538071066
18,1120.9847533632287
19,1144.3471524288107
20,1312.709991158267
21,1204.0397822445561
