Seed,Average Driving Time
12,1349.4048309178745
13,1109.1407249466952
14,1060.715811965812
15,1393.2381378692928
16,1113.0090595340812
17,1302.1973913043478
18,1169.0018779342722
19,1188.7463768115942
20,1318.5336739433349
21,1193.18677905945
