Seed,Average Driving Time
12,1357.4985875706216
13,1179.9343339587242
14,1148.0516476552598
15,1244.2386991869919
16,1160.6517582792762
17,1374.9468415602348
18,1323.1781115879828
19,1228.5550033134525
20,1346.7861907938625
21,1259.2061361457334
