BridgeID,12,13,14,15,16,17,18,19,20,21
100003,,48422.63674470322,,43432.50336316569,,,,,,
100007,,,,118648.95647100563,,120838.37802429446,117292.40378596971,,,
100009,11898.91085510885,14588.685153935834,13804.92185518048,,,12810.283490369513,,,,12880.705232935898
100011,12078.880864456349,,,12758.865906553207,,,,13573.806219765405,,12825.16448901144
100013,12086.580285895381,,,12765.337999844829,,13020.758449348816,12575.605947709339,,11991.714457257029,
100015,11956.211317148269,,,,13618.139556054584,,12445.008664112835,,,13152.156865721192
100017,,,35071.411888040435,,,32268.70340098868,,33799.55602535196,30364.043245512206,
100021,,24874.707662343422,,22179.98888525422,24180.073832337937,,21835.530821967324,,,22672.926108076867
100023,21128.089684951316,,,,,,21942.882168504337,,,
100025,,62476.187895793555,,,,54914.60879718384,55063.46688388232,,,
100027,,,,56912.925921087,,,,58206.29795931742,54352.90763097227,
100029,,25111.938341146662,,22591.133795173217,,22501.221509361298,22093.802151547625,,,
100031,97763.34943447552,,,104480.2962819027,,,101338.44886809078,107564.98657109748,100089.91342551488,
100033,54870.83172098599,,,,,,56835.743973274206,60559.19202893882,55815.94061529011,56781.018498600686
100035,56237.05764306636,64109.87180031539,59460.64809473089,58130.895630832274,60460.02598805907,55623.22624698875,56667.10376206217,,,
100037,56409.94519084213,,,58895.95297259437,,55831.42644009639,,60027.34365106509,56941.08220960199,
100039,,,,,,22615.698194693017,23091.17040346696,24110.628291364646,22476.891143403544,23274.97785586122
100041,,63916.140326247674,60604.13729094186,58555.557513901695,,,58375.96140413209,,57152.52067425446,57926.86296797569
100043,,,110618.61912387675,109098.87008979077,111097.07592892475,103537.50278940742,106836.20852285638,,,
100045,,,,23970.66580436966,24636.709263761306,,,24239.00002253038,22821.744362299556,
100047,215583.62913797091,,235581.02453626375,234160.36239758175,,222853.81630283128,225698.81560371304,,222266.8940472317,
100049,,,114381.83996367399,,,107373.24108612492,,,,106437.76225483035
100051,219187.10874909617,247857.11889038028,,237924.88543119477,,229698.88855873313,235279.07480071133,235448.8029933548,,224244.14116817052
100053,23761.88518091717,,,,,,,25218.909218993253,,24104.810771042845
100055,,,25485.88288209306,,24679.068533521837,,,,,
100057,23566.383641172895,26439.250226912256,,25415.874214142248,,24672.597651322358,24911.770284486844,,,24181.28107169545
100059,109678.8881194049,,,,,,,114847.51095685868,107459.589860507,111954.05238665336
