BridgeID,12,13,14,15,16,17,18,19,20,21
100003,,46571.537820699625,,42715.930624276974,,,,,,
100007,,,,119724.62378251224,,115490.19221947851,120973.87045723254,,,
100009,12453.400090222409,14212.041525493853,14045.100202933127,,,12245.606378061777,,,,13137.720418048035
100011,12649.98941827641,,,12736.674626327047,,,,14433.349645001574,,13150.720328235591
100013,12673.832163318766,,,12714.946634240034,,12362.857622288162,12969.782614845573,,12867.808428610637,
100015,12572.442675200642,,,,14619.737524299331,,13062.873787484674,,,13385.976523196501
100017,,,35653.112372059564,,,30888.11473903775,,36287.96647270989,32381.004714215433,
100021,,25224.241355476624,,22483.313982739466,25775.602798089476,,22398.453135335447,,,23281.198284147595
100023,21862.504111292492,,,,,,22179.965846415478,,,
100025,,64535.729266597344,,,,56578.824344286506,56832.87535017248,,,
100027,,,,57530.98614767917,,,,61650.4471895524,56405.43097560136,
100029,,,,23090.143579376,,22664.294400154176,22387.379510042254,,,
100031,99803.55167887246,,,103408.04792807068,,,102767.06463047338,113206.56789238931,101948.48899912236,
100033,55197.32042761867,,,,,,58063.669037359396,63465.23498144884,,
100035,56492.1671310953,63742.07508262878,60844.561177716445,58299.82227221896,66169.6763853639,57425.05007884199,58241.9320979217,,,
100037,56096.07948848677,,,59608.33894917051,,57953.35812603451,,63130.919267907884,56469.61630245934,
100039,,,,,,23391.826719550943,23154.783790175174,25556.193945102365,22985.853861072803,23441.31281556634
100041,,65535.10874902762,59163.8701968261,59121.21340472713,,,57927.39510813398,,58826.38337337279,59118.423826529375
100043,,,109763.19574918726,107820.15040894155,118882.18409383946,107275.72463946113,108089.98591730247,,,
100045,,,,24224.61622760969,26669.515927168766,,,25522.44478589612,23134.493043600232,
100047,221073.9076324448,,236449.36894699535,235473.35050564073,,230458.76759510246,230705.75982016124,,225390.34996660223,
100049,,,114714.63048138529,,,112165.9144223328,,,,108009.91185879798
100051,226363.59190250468,249672.8771460758,,239385.6936810005,,239651.13654055435,236358.7587387787,247442.85301367458,,232848.2785413312
100053,24133.05375451084,,,,,,,,,24963.20257026066
100055,,,25401.9912114867,,26684.00083943584,,,,,
100057,23979.78032486756,26906.090845093026,,25803.314945167003,,25580.062388612874,25466.675058704946,,,24559.522227850874
100059,109622.48100537556,,,,,,,118570.19368615048,110041.75835911438,113083.77080912201
100061,60994.8019881202,,,,65853.54099765059,,62859.24470829865,,,62982.00965775311
100063,,66840.83862604325,,,,,,,,
100065,61259.19497504493,,,63666.522392979445,,64438.75372031203,64759.924733820604,,,
100067,61563.70109521027,,,,67141.9213132897,65242.53762133257,,,62316.74587827702,64424.17737016344
100069,,,64953.12736212075,,,,,66139.03685526972,,63797.04683291584
100071,24737.93741806201,,,,27164.162239565263,26161.328586273165,25818.367023472896,26697.592626222136,24666.47400142842,25706.71051439233
100073,,,25642.78711325206,,,,25818.828341110548,,,
100075,,122146.02807410342,118560.25919921724,,,118892.63260849546,,,112840.63703631432,117962.8609686958
100077,,,26085.285196243254,26031.196926113942,,,26324.31600270175,26437.308798210215,,25976.18133639389
100079,,68620.790047288,66381.55323589931,64975.18568458494,,,,65253.741225962214,,
100081,25097.266335860462,,,,,,,,24964.821324249977,
100083,245037.14672385523,,,,,255408.9311722906,,,242530.62781304235,247525.04211394658
100085,,68539.50285349147,67203.26516894325,66118.2026241751,,67965.19157154867,,66735.58022037556,65458.945033699594,66161.68448089206
100087,25704.375425758095,,,26459.754192437245,,27210.977476281532,,27029.737946116635,26172.926360059613,26986.682345721874
100089,,,,66453.05329350865,,,65966.37136430034,68773.55799568068,,
100091,25836.951278222135,,,,27143.328482024113,,26439.8851761827,27032.76154091439,26103.76956594622,26876.868647955936
