Seed,Average Driving Time
12,1162.409386068477
13,1053.655385441848
14,989.0018706574025
15,1074.9570154095702
16,1145.3035714285713
17,1105.7354085603113
18,1095.8768837077055
19,1065.0328269126423
20,1147.0261015997755
21,1110.909483923264
