Seed,Average Driving Time
12,332.0974025974026
13,264.5969387755102
14,218.83870967741936
15,318.3
16,375.360248447205
17,184.37560975609756
18,218.56043956043956
19,291.94674556213016
20,348.36942675159236
21,166.9855072463768
