Seed,Average Driving Time
12,41.537140575079874
13,44.514479728380266
14,42.799521483401456
15,44.21701873256277
16,43.89466334164589
17,42.84138068635276
18,44.121904952076676
19,42.89941064828688
20,44.50134797803295
21,43.89534651487917
