Seed,Average Driving Time
12,1334.230396475771
13,967.3202764976959
14,1029.6375598086124
15,1367.6571782178219
16,1006.6015657189946
17,1340.5459437086092
18,1083.6022433132011
19,1154.412176059235
20,1322.1638297872341
21,1224.1981054365733
