Seed,Average Driving Time
12,1377.8961911874533
13,1162.5584371842372
14,1221.8215725806451
15,1309.2970123022847
16,1175.0391432791728
17,1370.5867530597552
18,1282.6693861693861
19,1208.415677813736
20,1383.9481696266764
21,1365.8180565127498
