Seed,Average Driving Time
12,1451.4145758661887
13,1241.26336996337
14,1274.727759914255
15,1378.2019650655022
16,1187.2544448834453
17,1431.6270022883295
18,1243.787099494098
19,1256.6897347174163
20,1372.4657379518073
21,1305.3811239193083
