,road,id,model_type,name,lat,lon,length,condition,chainage
669,N1,100670,link,Link,21.5973336137464,92.06160539103485,424.3500000000355,NaN,351.846
670,N1,100671,bridge,FULCHARI BAZAR,21.5960736973421,92.0614095408637,14.0,A,352.064
671,N1,100672,link,Link,21.59275233568085,92.06222044592205,569.2999999999981,NaN,352.3525
672,N1,100673,bridge,NAPITE KHALI CULVERT,21.5894309740196,92.0630313509804,1.4,A,352.641
673,N1,100674,link,Link,21.5885168870098,92.0639680683473,518.0499999999581,NaN,352.9015
674,N1,100675,bridge,NAPITE KHALI,21.5876028,92.0649047857142,4.5,C,353.162
675,N1,100676,link,Link,21.58533846251705,92.0653103161129,528.5000000000391,NaN,353.428
676,N1,100677,bridge,EAST NAPITL KHAL BOX CULVERT,21.5830741250341,92.0657158465116,2.5,A,353.694
677,N1,100678,link,Link,21.578740820662098,92.06823025886814,1037.549999999959,NaN,354.2165
678,N1,100679,bridge,NAEK KHALI BOX CULVERT,21.5744075162901,92.0707446712247,12.4,A,354.739
679,N1,100680,link,Link,21.56836384258945,92.0702792982049,1511.0500000000482,NaN,355.5
680,N1,100681,bridge,KHODIA BARI PRIMARY BOX CULVERT,21.5623201688888,92.0698139251851,9.5,A,356.261
681,N1,100682,link,Link,21.5613122142031,92.06948076259255,248.8499999999718,NaN,356.389
682,N1,100683,bridge,ISLAMABAD KHODIABARI BOX CULVERT,21.5603042595174,92.0691476,4.8,A,356.517
683,N1,100684,link,Link,21.5598967553619,92.06904785,108.09999999997589,NaN,356.57399999999996
684,N1,100685,bridge,ISLAMABAD KHODIA BARI BOX CULVERT,21.5594892512064,92.0689481,7.0,A,356.631
685,N1,100686,link,Link,21.557457431725602,92.0684492122449,606.5000000000382,NaN,356.9475
686,N1,100687,bridge,Eidgaon Bazar Bridge,21.5554256122448,92.0679503244898,46.0,A,357.264
687,N1,100688,link,Link,21.55124610940105,92.06742284994979,720.6849999999627,NaN,357.647
688,N1,100689,bridge,Goro Bazar Bridge,21.5470666065573,92.0668953754098,44.63,A,358.03
689,N1,100690,link,Link,21.53629817304605,92.0661102999142,2285.6850000000545,NaN,359.1875
690,N1,100691,bridge,SHAT GOREA PARA BOX CULVERT,21.5255297395348,92.0653252244186,14.0,A,360.345
691,N1,100692,link,Link,21.52463148372085,92.06544999215114,194.99999999996044,NaN,360.448
692,N1,100693,bridge,KALIRCHARA BOX CULVERT,21.5237332279069,92.0655747598837,8.0,A,360.551
693,N1,100694,link,Link,21.5222520843238,92.0658594114233,327.29999999999865,NaN,360.7205
694,N1,100695,bridge,KALIRCHARA BAZAR BOX CULVERT,21.5207709407407,92.0661440629629,15.4,A,360.89
695,N1,100696,link,Link,21.5201398749649,92.06640934661655,142.80000000002002,NaN,360.9665
696,N1,100697,bridge,KALIRCHAR,21.5195088091891,92.0666746302702,5.0,A,361.043
697,N1,100698,link,Link,21.516625391151152,92.0680077604181,703.99999999997,NaN,361.397
698,N1,100699,bridge,RASHIDNAGAR,21.5137419731132,92.069340890566,3.0,A,361.751
699,N1,100700,link,Link,21.512090835384697,92.07010077301734,414.25000000003,NaN,361.9595
700,N1,100701,bridge,ROSHIDNAGAR CULVERT,21.5104396976562,92.0708606554687,2.5,A,362.168
701,N1,100702,link,Link,21.508473312560447,92.07208164868506,517.9999999999677,NaN,362.42949999999996
702,N1,100703,bridge,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,7.5,A,362.691
703,N1,100704,link,Link,21.501130209864897,92.07549061376835,1354.250000000009,NaN,363.3735
704,N1,100705,bridge,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,14.0,A,364.056
705,N1,100706,link,Link,21.49531150331485,92.07800664044194,113.95000000004275,NaN,364.12
706,N1,100707,bridge,"ROSHIDNAGAR U,R CULVERT",21.4948695143646,92.0783346952486,14.1,A,364.184
707,N1,100708,link,Link,21.48654129140015,92.08652493659075,2785.349999999992,NaN,365.582
708,N1,100709,bridge,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,7.2,A,366.98
709,N1,100710,link,Link,21.47686475901785,92.0957509145664,371.400000000005,NaN,367.17100000000005
710,N1,100711,bridge,JOARIANALA,21.4755164496,92.0967866511999,14.0,A,367.362
711,N1,100712,link,Link,21.4746805411793,92.09739961870335,229.49999999999955,NaN,367.481
712,N1,100713,bridge,JORIANALA,21.4738446327586,92.0980125862068,3.0,A,367.6
713,N1,100714,link,Link,21.4719500815478,92.09932640471385,498.69999999999635,NaN,367.8645
714,N1,100715,bridge,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.470055530337,92.1006402232209,57.6,A,368.129
715,N1,100716,link,Link,21.460306232736052,92.10005418323206,2636.599999999959,NaN,369.464
716,N1,100717,bridge,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,9.2,A,370.799
717,N1,100718,link,Link,21.44697174881755,92.1003680109073,835.6500000000082,NaN,371.2195
718,N1,100719,bridge,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,1.5,A,371.64
719,N1,100720,link,Link,21.44261276696425,92.1009881178571,177.95000000002682,NaN,371.744
720,N1,100721,bridge,Mitacmari Ramu Bridge,21.4418389714285,92.1007083571428,58.6,A,371.848
721,N1,100722,link,Link,21.439519963330497,92.09953781476325,551.1999999999937,NaN,372.139
722,N1,100723,bridge,MARULA (WEST),21.4372009552325,92.0983672723837,3.0,A,372.43
723,N1,100724,link,Link,21.435704708824296,92.09781398954755,349.24999999997544,NaN,372.606
724,N1,100725,bridge,MARULA BOX CULVERT,21.4342084624161,92.0972607067114,2.5,A,372.782
725,N1,100726,link,Link,21.43250861090235,92.09668949942555,405.150000000025,NaN,372.98699999999997
726,N1,100727,bridge,RAMU BRAC OFFICE,21.4308087593886,92.0961182921397,7.2,A,373.192
727,N1,100728,link,Link,21.429824395517052,92.0957548391078,226.6499999999709,NaN,373.308
728,N1,100729,bridge,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,3.5,A,373.424
729,N1,100730,link,Link,21.4285958144143,92.09473140641819,165.850000000035,NaN,373.51099999999997
730,N1,100731,bridge,RAMU MOUR BOX CULVDERT,21.4283515971831,92.0940714267605,12.8,A,373.598
731,N1,100732,link,Link,21.42812379059155,92.09176112138024,467.20000000000414,NaN,373.83950000000004
732,N1,100733,bridge,ROMA CALLAGE BOX CULVERT,21.427895984,92.089450816,18.8,A,374.081
733,N1,100734,link,Link,21.42750118040575,92.08673831959419,560.4999999999554,NaN,374.368
734,N1,100735,bridge,ROMA TECHIPUL,21.4271063768115,92.0840258231884,8.2,A,374.655
735,N1,100736,link,Link,21.42694054504635,92.08223427995355,372.2000000000523,NaN,374.845
736,N1,100737,bridge,SAMBAR PUL CULVERT,21.4267747132812,92.0804427367187,7.4,A,375.035
737,N1,100738,link,Link,21.426623156640602,92.07860991835935,371.0999999999718,NaN,375.2255
738,N1,100739,bridge,CHAKMARKOOL,21.4264716,92.0767771,12.4,A,375.416
739,N1,100740,link,Link,21.4269185249042,92.07383529042144,635.1000000000149,NaN,375.73900000000003
740,N1,100741,bridge,CHAKMAR KOOL BOX CULVERT,21.4273654498084,92.0708934808429,9.4,A,376.062
741,N1,100742,link,Link,21.42727072375915,92.0671683350779,863.2999999999713,NaN,376.49649999999997
742,N1,100743,bridge,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,2.0,A,376.931
743,N1,100744,link,Link,21.42724246672565,92.0622544281165,253.6000000000382,NaN,377.06
744,N1,100745,bridge,KHURULIA CULVERT,21.4273089357414,92.0610656669201,6.8,A,377.189
745,N1,100746,link,Link,21.42757219398345,92.05951652648676,318.2999999999841,NaN,377.35400000000004
746,N1,100747,bridge,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,16.6,A,377.519
747,N1,100748,link,Link,21.427946973526502,92.05559777880255,489.0999999999763,NaN,377.7695
748,N1,100749,bridge,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4280584948275,92.0532281715517,7.2,A,378.02
749,N1,100750,link,Link,21.42779149741375,92.05093819441515,461.9000000000368,NaN,378.256
750,N1,100751,bridge,Sarkarpara Bridge,21.4275245,92.0486482172786,13.0,A,378.492
751,N1,100752,link,Link,21.4284848551282,92.04651446825466,500.05000000000047,NaN,378.74800000000005
752,N1,100753,bridge,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,10.9,A,379.004
753,N1,100754,link,Link,21.429616805128198,92.04198764441534,489.95,NaN,379.254
754,N1,100755,bridge,MUKTAR KUL,21.4297884,92.0395945696,9.2,A,379.504
755,N1,100756,link,Link,21.4295958814917,92.0357416593856,763.1499999999845,NaN,379.925
756,N1,100757,bridge,BAKKHALI BRIDGE,21.4294033629834,92.0318887491712,148.5,A,380.346
757,N1,100758,link,Link,21.429864573221,92.0307547238337,193.00000000000546,NaN,380.4805
758,N1,100759,bridge,MOHURI RARA BOX,21.4303257834586,92.0296206984962,3.5,A,380.615
759,N1,100760,link,Link,21.430239852598852,92.02898209707415,137.10000000000545,NaN,380.687
760,N1,100761,bridge,RABAR DAM BOX,21.4301539217391,92.0283434956521,10.3,A,380.759
761,N1,100762,link,Link,21.42832627139155,92.02611345165965,605.3500000000091,NaN,381.0665
762,N1,100763,bridge,LINK ROAD CULVERT,21.426498621044,92.0238834076672,9.0,A,381.374
763,N1,100764,link,Link,21.424780841278,92.02533568330095,604.24999999999,NaN,381.6795
764,N1,100765,bridge,BESIC AREA,21.423063061512,92.0267879589347,4.5,C,381.985
765,N1,100766,link,Link,21.4228676147766,92.02704020549825,62.09999999999318,NaN,382.02
766,N1,100767,bridge,BASIC ARIA (1),21.4226721680412,92.0272924520618,11.3,C,382.055
767,N1,100768,link,Link,21.4210369757499,92.0294876790384,587.1499999999941,NaN,382.352
768,N1,100769,bridge,KAMBIR GONA,21.4194017834586,92.031682906015,2.4,C,382.649
769,N1,100770,link,Link,21.4182125131101,92.0332044895331,444.20000000001227,NaN,382.87350000000004
770,N1,100771,bridge,HAMBIR GONA (1),21.4170232427616,92.0347260730512,7.2,B,383.098
771,N1,100772,link,Link,21.4165700029742,92.03533089119591,163.34999999999226,NaN,383.1835
772,N1,100773,bridge,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,8.1,C,383.269
773,N1,100774,link,Link,21.415188347338052,92.037304697649,353.49999999999955,NaN,383.45050000000003
774,N1,100775,bridge,KANAR PARA,21.4142599314893,92.0386736859574,10.9,A,383.632
775,N1,100776,link,Link,21.413378387270498,92.03910026886425,359.3999999999714,NaN,383.8165
776,N1,100777,bridge,SHORAR COOL,21.4124968430517,92.0395268517711,8.3,A,384.001
777,N1,100778,link,Link,21.4117498877835,92.04193240379965,348.7000000000278,NaN,384.17949999999996
778,N1,100779,bridge,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3,B,384.358
779,N1,100780,link,Link,21.4106258946527,92.0461873186548,424.7500000000068,NaN,384.573
780,N1,100781,bridge,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2,B,384.788
781,N1,100782,link,Link,21.4100862703364,92.04996256253555,446.95000000001227,NaN,385.01250000000005
782,N1,100783,bridge,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9,A,385.237
783,N1,100784,link,Link,21.40814219910855,92.05496761104399,827.0499999999699,NaN,385.6535
784,N1,100785,bridge,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0,D,386.07
785,N1,100786,link,Link,21.40525531574925,92.0599427411148,418.200000000035,NaN,386.28200000000004
786,N1,100787,bridge,CHALATOLI,21.4041499171641,92.0618387037313,1.6,A,386.494
787,N1,100788,link,Link,21.403079646004052,92.0632896644436,471.3999999999895,NaN,386.731
788,N1,100789,bridge,CHALIYATOLI,21.402009374844,92.0647406251559,3.6,A,386.968
789,N1,100790,link,Link,21.40109863704175,92.0654117713232,256.20000000000044,NaN,387.09900000000005
790,N1,100791,bridge,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0,C,387.23
791,N1,100792,link,Link,21.39948689847905,92.06630473498095,163.35000000000636,NaN,387.314
792,N1,100793,bridge,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3,C,387.398
793,N1,100794,link,Link,21.3969001602386,92.06705748313226,440.1999999999932,NaN,387.6205
794,N1,100795,bridge,PANCHORI,21.3950144227586,92.0675884137931,8.3,A,387.843
795,N1,100796,link,Link,21.3929349667512,92.06803205730975,469.8499999999568,NaN,388.0855
796,N1,100797,bridge,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0,C,388.328
797,N1,100798,link,Link,21.3898303553719,92.0687190004132,224.6500000000232,NaN,388.4465
798,N1,100799,bridge,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7,C,388.565
799,N1,100800,link,Link,21.38812952297295,92.06933929459456,165.30000000000638,NaN,388.649
800,N1,100801,bridge,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7,B,388.733
801,N1,100802,link,Link,21.385930153894,92.07011931696294,365.249999999995,NaN,388.91700000000003
802,N1,100803,bridge,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8,B,389.101
803,N1,100804,link,Link,21.383755772368403,92.0707016302631,154.69999999998225,NaN,389.17949999999996
804,N1,100805,bridge,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8,B,389.258
805,N1,100806,link,Link,21.381361931391453,92.0707469771684,424.3500000000446,NaN,389.471
806,N1,100807,bridge,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,1.5,B,389.684
807,N1,100808,link,Link,21.3794657899441,92.0705522121308,38.49999999996362,NaN,389.704
808,N1,100809,bridge,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,1.5,A,389.724
809,N1,100810,link,Link,21.378581945779203,92.07042310487006,173.15000000001137,NaN,389.8115
810,N1,100811,bridge,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,2.2,C,389.899
811,N1,100812,link,Link,21.3773696600649,92.07073857629865,146.15000000002456,NaN,389.973
812,N1,100813,bridge,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,1.5,A,390.047
813,N1,100814,link,Link,21.37598664254655,92.07207531428566,307.0499999999691,NaN,390.2015
814,N1,100815,bridge,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,2.4,C,390.356
815,N1,100816,link,Link,21.374811145890902,92.07354490664736,148.14999999997727,NaN,390.431
816,N1,100817,bridge,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3,A,390.506
817,N1,100818,link,Link,21.3744586271676,92.0744616274566,87.70000000005547,NaN,390.5505
818,N1,100819,bridge,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,1.3,A,390.595
819,N1,100820,link,Link,21.3740878889679,92.0757427015054,217.69999999999408,NaN,390.70450000000005
820,N1,100821,bridge,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,1.3,C,390.814
821,N1,100822,link,Link,21.3731063023561,92.07725837938615,215.69999999998453,NaN,390.9225
822,N1,100823,bridge,TULA BAGAN SLAB CULVERT,21.3724168458515,92.0778930973799,1.3,C,391.031
823,N1,100824,link,Link,21.3715535583626,92.0784801880103,222.69999999998953,NaN,391.14300000000003
824,N1,100825,bridge,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,1.3,A,391.255
825,N1,100826,link,Link,21.37021695490245,92.0793553805417,116.69999999999499,NaN,391.31399999999996
826,N1,100827,bridge,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,1.3,A,391.373
827,N1,100828,link,Link,21.36919442900755,92.07984749083965,146.70000000002454,NaN,391.447
828,N1,100829,bridge,TULA BAGAN.,21.3686452190839,92.0800514992366,1.3,A,391.521
829,N1,100830,link,Link,21.36812223043745,92.08026008618546,141.69999999997225,NaN,391.5925
830,N1,100831,bridge,PARARHORA CULVERT,21.367599241791,92.0804686731343,1.3,B,391.664
831,N1,100832,link,Link,21.3662630189087,92.08091520047441,328.80000000002684,NaN,391.83050000000003
832,N1,100833,bridge,TULA BAGUN,21.3649267960264,92.0813617278145,7.1,C,391.997
833,N1,100834,link,Link,21.3631136112141,92.080952910753,420.65000000001135,NaN,392.20950000000005
834,N1,100835,bridge,TOLA BAGAN,21.3613004264018,92.0805440936915,1.6,B,392.422
835,N1,100836,link,Link,21.36051410642515,92.0801733148364,195.5500000000027,NaN,392.5205
836,N1,100837,bridge,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,1.3,A,392.619
837,N1,100838,link,Link,21.3592368353971,92.0795710344626,121.24999999999045,NaN,392.68050000000005
838,N1,100839,bridge,NORTH CONIAPARA,21.3587458843457,92.0793395329439,2.2,C,392.742
839,N1,100840,link,Link,21.35750059337285,92.07921111647195,292.89999999999225,NaN,392.89
840,N1,100841,bridge,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,4.0,A,393.038
841,N1,100842,link,Link,21.3531402488019,92.07875849676256,713.2499999999991,NaN,393.401
842,N1,100843,bridge,WEST CONIARA,21.3500251952038,92.0784342935251,21.5,A,393.764
843,N1,100844,link,Link,21.34767870348975,92.0787023165756,526.6000000000064,NaN,394.0355
844,N1,100845,bridge,CONIA PARA,21.3453322117757,92.0789703396261,11.3,C,394.307
845,N1,100846,link,Link,21.343710764485948,92.0789121074766,361.2999999999668,NaN,394.494
846,N1,100847,bridge,KHONIA POLONG,21.3420893171962,92.0788538753271,14.1,A,394.681
847,N1,100848,link,Link,21.33796419718255,92.0789483699314,939.9000000000033,NaN,395.16049999999996
848,N1,100849,bridge,DOA PATONG,21.3338390771689,92.0790428645357,24.1,C,395.64
849,N1,100850,link,Link,21.33037839045415,92.08050686905915,921.1500000000174,NaN,396.118
850,N1,100851,bridge,JASOYA PALONG,21.3269177037394,92.0819708735826,45.6,C,396.596
851,N1,100852,link,Link,21.32535231481085,92.0838569259089,522.7000000000019,NaN,396.87
852,N1,100853,bridge,JASOYA PALONG RCC GIDER BRIDGE,21.3237869258823,92.0857429782352,5.0,C,397.144
853,N1,100854,link,Link,21.3224478541176,92.08731330676466,438.9000000000027,NaN,397.3675
854,N1,100855,bridge,MORICHIA,21.3211087823529,92.0888836352941,11.2,D,397.591
855,N1,100856,link,Link,21.320845955123,92.0891901992494,81.74999999996544,NaN,397.635
856,N1,100857,bridge,Jasoya check post.,21.3205831278931,92.0894967632047,1.3,B,397.679
857,N1,100858,link,Link,21.3183963970461,92.0917280182082,701.7000000000323,NaN,398.0425
858,N1,100859,bridge,MARIECHA BAZAR,21.3162096661991,92.0939592732117,49.3,C,398.406
859,N1,100860,link,Link,21.31221825481005,92.0956120523953,1020.1499999999922,NaN,398.929
860,N1,100861,bridge,MORICHIA PALONG,21.308226843421,92.0972648315789,2.4,B,399.452
861,N1,100862,link,Link,21.30398610270145,92.097371045339,976.1499999999813,NaN,399.956
862,N1,100863,bridge,SHAPUR STEEL BEAM AND RCC SLAB,21.2997453619819,92.0974772590991,61.3,D,400.46
863,N1,100864,link,Link,21.29426008099095,92.09871611398935,1254.30000000003,NaN,401.106
864,N1,100865,bridge,SHAPUR,21.2887748,92.0999549688796,14.1,A,401.752
865,N1,100866,link,Link,21.288162425,92.10000868008295,125.4499999999768,NaN,401.821
866,N1,100867,bridge,COTBAZR MUSLIM HOS,21.28755005,92.1000623912863,11.0,B,401.89
867,N1,100868,link,Link,21.2856441407718,92.1003085130928,422.34999999999275,NaN,402.1065
868,N1,100869,bridge,COURT BAZAR,21.2837382315436,92.1005546348993,10.3,A,402.323
869,N1,100870,link,Link,21.2788720112035,92.10248848993959,1159.8500000000254,NaN,402.909
870,N1,100871,bridge,RATNAPALANG,21.2740057908634,92.1044223449799,14.0,A,403.495
871,N1,100872,link,Link,21.27394898052205,92.10445045742969,-4.749999999989996,NaN,403.502
872,N1,100873,bridge,CHADIRIKHANA,21.2738921701807,92.1044785698795,23.5,A,403.509
873,N1,100874,link,Link,21.270766721320953,92.1068157806368,866.6999999999578,NaN,403.951
874,N1,100875,bridge,EJILA,21.2676412724612,92.1091529913941,11.1,C,404.393
875,N1,100876,link,Link,21.2673874077452,92.10951252117036,63.15000000005094,NaN,404.44
876,N1,100877,bridge,HIZOLIA BRIDGE,21.2671335430292,92.1098720509466,50.6,C,404.487
877,N1,100878,link,Link,21.26635844543885,92.11096976419961,255.9499999999777,NaN,404.6305
878,N1,100879,bridge,MODDO RAJAPALONG,21.2655833478485,92.1120674774526,11.5,C,404.774
879,N1,100880,link,Link,21.262815358819353,92.1155267825025,944.9500000000078,NaN,405.251
880,N1,100881,bridge,JADIMURA BRIDGE,21.2600473697902,92.1189860875524,6.6,C,405.728
881,N1,100882,link,Link,21.259335796223752,92.119852035944,236.49999999998545,NaN,405.8485
882,N1,100883,bridge,JADI MORA (2) CULVERT,21.2586242226573,92.1207179843356,2.4,A,405.969
883,N1,100884,link,Link,21.2578396595429,92.1215672439535,239.30000000002366,NaN,406.0935
884,N1,100885,bridge,JADIMORA (3),21.2570550964285,92.1224165035714,17.0,A,406.218
885,N1,100886,link,Link,21.25542894821425,92.12450679678571,558.9499999999791,NaN,406.5045
886,N1,100887,bridge,WEST OGALA,21.2538028,92.12659709,11.1,C,406.791
887,N1,100888,link,Link,21.25212825,92.128673195,438.19999999997907,NaN,407.015
888,N1,100889,bridge,OKYIA STATION,21.2504537,92.1307493,8.5,C,407.239
889,N1,100890,link,Link,21.24970909359795,92.1317951956466,540.5500000000491,NaN,407.512
890,N1,100891,bridge,UKLIA-SHAHABMARKAT,21.2489644871959,92.1328410912932,2.4,C,407.785
891,N1,100892,link,Link,21.2473453732646,92.13507264931326,438.4499999999886,NaN,408.01
892,N1,100893,bridge,UKHIYA BAZAR,21.2457262593333,92.1373042073333,20.7,B,408.235
893,N1,100894,link,Link,21.23830236897355,92.14903067668645,3563.6499999999887,NaN,410.02250000000004
894,N1,100895,bridge,P. F PARA SLAB,21.2308784786138,92.1607571460396,2.0,A,411.81
895,N1,100896,link,Link,21.23009700594055,92.16105664554455,191.34999999997908,NaN,411.909
896,N1,100897,bridge,KUTUB PALONG,21.2293155332673,92.1613561450495,11.3,C,412.008
897,N1,100898,link,Link,21.2254177545124,92.1615297020702,916.2500000000018,NaN,412.4695
898,N1,100899,bridge,KUTU - PALONG MOSZID SLAB,21.2215199757575,92.1617032590909,2.2,B,412.931
899,N1,100900,link,Link,21.22024002887875,92.16189050854544,297.45000000003046,NaN,413.08299999999997
900,N1,100901,bridge,KOSHO - BINNA - BRIDGE,21.218960082,92.162077758,10.9,C,413.235
901,N1,100902,link,Link,21.218168065125,92.162280874875,188.49999999999318,NaN,413.3325
902,N1,100903,bridge,KASHO - BINNAI SLAB,21.21737604825,92.16248399175,2.1,C,413.43
903,N1,100904,link,Link,21.216693817194297,92.1630740740928,227.95000000001818,NaN,413.545
904,N1,100905,bridge,KATU PALLANG SLAB,21.2160115861386,92.1636641564356,2.0,A,413.66
905,N1,100906,link,Link,21.215473774701948,92.1646076797484,239.09999999998544,NaN,413.7805
906,N1,100907,bridge,KUTUNG PALANG SLAB,21.2149359632653,92.1655512030612,1.8,A,413.901
907,N1,100908,link,Link,21.214683412244852,92.16597897397955,96.99999999998954,NaN,413.95050000000003
908,N1,100909,bridge,KOSUKONA,21.2144308612244,92.1664067448979,2.2,A,414.0
909,N1,100910,link,Link,21.210367794791303,92.16821238140415,1051.6999999999832,NaN,414.528
910,N1,100911,bridge,BALAKHALI TV CENTER,21.2063047283582,92.1700180179104,6.4,A,415.056
911,N1,100912,link,Link,21.205322857822352,92.17018737185839,235.7000000000091,NaN,415.176
912,N1,100913,bridge,BALUKHALI-2 SLAB,21.2043409872865,92.1703567258064,2.2,A,415.296
913,N1,100914,link,Link,21.2031540802656,92.17037869677415,275.35000000002,NaN,415.435
914,N1,100915,bridge,BALUKHALI KASTOM,21.2019671732447,92.1704006677419,3.1,A,415.574
915,N1,100916,link,Link,21.199799795914352,92.1704889661718,461.8000000000041,NaN,415.81550000000004
916,N1,100917,bridge,BALUKHALI OLD BUS STAND,21.197632418584,92.1705772646017,39.3,A,416.057
917,N1,100918,link,Link,21.196473974581252,92.1705423653587,275.84999999996865,NaN,416.20550000000003
918,N1,100919,bridge,BAKUHHALI KASHAMIA,21.1953155305785,92.1705074661157,3.0,A,416.354
919,N1,100920,link,Link,21.1930443147145,92.1692888930195,605.8000000000231,NaN,416.65999999999997
920,N1,100921,bridge,Batukhali Bridge,21.1907730988505,92.1680703199233,9.4,A,416.966
921,N1,100922,link,Link,21.1898325169307,92.16697383786101,311.6000000000123,NaN,417.12800000000004
922,N1,100923,bridge,Balukhali Boro Bridge,21.1888919350109,92.1658773557987,15.4,D,417.29
923,N1,100924,link,Link,21.1864331832422,92.16259000036,932.699999999974,NaN,417.7605
924,N1,100925,bridge,GOGU GONA,21.1839744314735,92.1593026449213,1.2,A,418.231
925,N1,100926,link,Link,21.181840571101553,92.1585668505722,526.8499999999964,NaN,418.4955
926,N1,100927,bridge,THANGKHALI BOX CULVERT,21.1797067107296,92.1578310562231,3.1,C,418.76
927,N1,100928,link,Link,21.1785619337153,92.15743413378165,272.90000000001044,NaN,418.898
928,N1,100929,bridge,THANG KHALI BOX CULVERT,21.177417156701,92.1570372113402,3.1,B,419.036
929,N1,100930,link,Link,21.176418983288748,92.1566449124602,216.05000000001863,NaN,419.15700000000004
930,N1,100931,bridge,THANG KHALI BRIDGE,21.1754208098765,92.1562526135802,48.8,C,419.278
931,N1,100932,link,Link,21.1739518081297,92.15577332327945,322.8999999999755,NaN,419.454
932,N1,100933,bridge,Changkhali Bridge,21.1724828063829,92.1552940329787,9.4,A,419.63
933,N1,100934,link,Link,21.1714275782943,92.15501640476094,234.55,NaN,419.755
934,N1,100935,bridge,Changkhali Boro Bridge,21.1703723502057,92.1547387765432,21.5,A,419.88
935,N1,100936,link,Link,21.1695968570383,92.15420058633609,197.5500000000223,NaN,419.9865
936,N1,100937,bridge,JAM TOLI BRIDGE,21.1688213638709,92.153662396129,9.4,B,420.093
937,N1,100938,link,Link,21.168527147389952,92.15340418897355,80.79999999998908,NaN,420.1365
938,N1,100939,bridge,JAM TOLI BOX CULVERT,21.168232930909,92.1531459818181,3.0,A,420.18
939,N1,100940,link,Link,21.16744913956515,92.15274181521735,219.84999999999908,NaN,420.293
940,N1,100941,bridge,DAIM PARA BRIDGE,21.1666653482213,92.1523376486166,9.3,B,420.406
941,N1,100942,link,Link,21.1661189539525,92.15227292529639,124.8499999999718,NaN,420.4715
942,N1,100943,bridge,DAIM PARA CULVERT,21.1655725596837,92.1522082019762,3.0,C,420.537
943,N1,100944,link,Link,21.162013017165748,92.1523638826782,818.0000000000264,NaN,420.9475
944,N1,100945,bridge,PALONG KHALI CULVERT,21.1584534746478,92.1525195633802,3.0,C,421.358
945,N1,100946,link,Link,21.1554583769465,92.1529670750863,716.8000000000131,NaN,421.71950000000004
946,N1,100947,bridge,PALONG KHALI BAZAR (1),21.1524632792452,92.1534145867924,9.4,C,422.081
947,N1,100948,link,Link,21.151176964157898,92.15431510417685,353.69999999998544,NaN,422.264
948,N1,100949,bridge,PALONG KHALI BAZAR BRIDGE,21.1498906490706,92.1552156215613,15.2,C,422.447
949,N1,100950,link,Link,21.148829161709997,92.1561291233271,300.59999999998905,NaN,422.6155
950,N1,100951,bridge,Palong Khali Bridge,21.1477676743494,92.1570426250929,57.6,A,422.784
951,N1,100952,link,Link,21.14515696459405,92.15823592061095,627.5500000000155,NaN,423.113
952,N1,100953,bridge,KARUN TOLI RCC GIDER BRIDGE,21.1425462548387,92.159429216129,3.3,B,423.442
953,N1,100954,link,Link,21.141705510503897,92.1599757222436,218.65000000000865,NaN,423.55600000000004
