Seed,Average Driving Time
12,2824.5885057471264
13,3184.121739130435
14,3195.071072319202
15,3020.357400722022
16,3230.0552763819096
17,3449.4350736278448
18,3452.049465240642
19,3056.7345454545452
20,3351.6949152542375
21,2921.9008168028004
