Seed,Average Driving Time
12,929.1564245810056
13,1167.4962717481358
14,1108.7802469135802
15,896.3587301587302
16,1177.5873544093179
17,1009.5597738287561
18,986.4635124298316
19,989.2693548387097
20,1004.7221324717286
21,1135.7392739273928
