Seed,Average Driving Time
12,1679.986388384755
13,1878.4731890874882
14,1782.0867158671588
15,1654.9339963833634
16,1979.4452975047984
17,1867.3117370892019
18,1956.0687022900763
19,1589.069271758437
20,1947.3304761904762
21,1783.686292548298
