Seed,Average Driving Time
12,900.9452380952381
13,910.9722222222222
14,994.7345132743363
15,784.9401244167963
16,1011.4245359160614
17,764.3045843045843
18,725.8793503480279
19,867.1826086956522
20,830.8759811616954
21,995.825
