Seed,Average Driving Time
12,688.7699386503067
13,696.337182448037
14,839.37893081761
15,710.43
16,802.31640625
17,629.1770516717326
18,591.0
19,710.4611239414935
20,710.7854938271605
21,717.0146491904395
